"base_id";"activity";"client";"contract";"type_of_service";"status";"order_num";"first_point";"second_point";"speed";"vlan_id";"switchboard_first_point";"switch_port_first_point";"port_settings_first_point";"switchboard_second_point";"switch_port_second_point";"port_settings_second_point";"subnets";"router";"interface";"auto_network";"end_client";"last_mile";"id_servicepipe";"comment";"responsible_department"
3170;"52864 // 54279 расформирование";"АО К2 Интеграция";"Договор № ТБ-УС-06/23";"Предоставление канала связи";"Отключен";"БЗ 027";"г. Москва, Алтуфьевское шоссе, 33Г";"г. Москва, ул. Шарикоподшипниковская д. 11 стр.9";"10 Мбит/с";"1055";"H3SW-1-ALTUFIEVSKOE33G";"Ethernet0/0/2";"interface Ethernet0/0/2 description L2_K2_DEAL52864 port link-type access port default vlan 1055";"HSW5320-1-SHARIK";"GigabitEthernet0/0/4";"interface GigabitEthernet0/0/4 description L2_K2_DEAL52864 port link-type access port default vlan 1055";"";"";"";"";"";"";"";"";"СПД"
3169;"53051";"АО ИНВЕСТКОНСАЛТ";"ДОГОВОР № ТБ-УС-120/25 ";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 001";"г. Москва, Варшавское ш., д. 125, стр. 16";"";"500 Мбит/с";"1406";"HP5800-1-VARSH125S16";"GigabitEthernet1/0/2";"port access vlan 1406  storm-constrain broadcast pps 100 80  storm-constrain control block";"";"";"";"193.32.190.80/29";"R1-TB-M9";"ae0.1406";"";"";"";"";"Есть резерв 55809";"СПД"
3168;"53009";"НАО ""КОМПАНИЯ ТРАНСТЕЛЕКОМ""";"Дог. №ТБ-УС/09-13";"Предоставление канала связи";"Эксплуатация";"БЗ 250";"Бутлерова, 7 ";"Подольских Курсантов 15,Б";"10 Mb";"1847";"Leo-m9";"xe-0/2/3";"description L2_TTK_DEAL53009; +        encapsulation vlan-ccc; +        vlan-id 1847; +        family ccc;";"X44-1-PODKURSANTOV15B";"XGigabitEthernet1/0/16";"port link-type access port default vlan 1847";"";"";"";"";"";"";"";"";"СПД"
3167;"53023";"НАО ""КОМПАНИЯ ТРАНСТЕЛЕКОМ""";"Дог. №ТБ-УС/09-13";"Предоставление канала связи";"Эксплуатация";"Заказ 251";"г. Москва, ул. Подольских курсантов, д. 15Б, с.1";"г. Москва, ул. Бутлерова, д. 7";"2 Мбит/с";"2619";"X44-1-PODKURSANTOV15B";"XGE0/0/15";"port link-type access  port default vlan 2619";"Leo-m9";"xe-0/2/3";"description L2_TTK_DEAL53023; + encapsulation vlan-ccc; + vlan-id 2619; + family ccc;";"";"";"";"";"";"";"";"На Бутлерова стык ТТК";"СПД"
3166;"52216;52217";"ПАО ""РОСТЕЛЕКОМ""";"";"Предоставление канала связи";"Эксплуатация";"";"Сущевский вал, д 18";"";"";"3446";"HSW1720-1-SUSHEVSKIYV18";"GigabitEthernet0/0/7";"description L2_AMPP_DEAL52217/52216  port link-type access  port default vlan 3446";"HSW2350-2-SUSHEVSKIYVAL18; HSW2350-1-SUSHEVSKIYVAL18";"Eth0/0/2; Ethernet0/0/3";"port link-type access  port default vlan 3446";"";"";"";"";"";"";"";"идет один составной канал, 3 коммутатора и на каждому по 1 порту выделяется ";"СПД"
3165;"52954, 	54712 расформирование ";"ПАО ""СОФТЛАЙН""";"Дог. №ТБ-УС/37-16";"Предоставление доступа в интернет";"Отключен";"БЗ 070";"г. Москва, Алтуфьевское шоссе, д. 33 Г";"";"300 Mb";"2806";"X26-ALTUFIEVSKOE33G";"Ten-GigabitEthernet 2/0/9";"port link-mode bridge description softline_sd34353_36007_37376_X02246 port link-type trunk undo port trunk permit vlan 1 storm-constrain broadcast pps 100 80 service-instance 2806  encapsulation s-vid 2806";"";"";"";"193.32.190.56/29";"R1-TB-M9";"ae0.2806";"";"";"";"";"";"СПД"
3164;"52600";"Фёст Лайн";"";"Предоставление канала связи";"Эксплуатация";"";"г. Москва, Волгоградский пр. 42к9";"г. Москва, ул. Подольских курсантов, д. 15Б";"1 Гбит/с";"1954;2193;2569;2835";"X44-1-PODKURSANTOV15B";"Eth-Trunk12";" description TRUNK_CLOUDSTACK  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 161 to 162 1240 to 1241 1262 1308 1533 1812 1896 1954 2193 2569  port trunk allow-pass vlan 2835  mode lacp";"X42-VOLGOGRPRT42K9";"XGigabitEthernet0/0/22";"interface XGigabitEthernet0/0/22  description L2_FYESTLINE_DEAL54238  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 1954 2193 2569 2835";"";"";"";"";"";"";"";"";"СПД"
3163;"52599 / 53180 задача расширения (резерв); 54238 Изменение";"ООО «Фёст Лайн»";"Договор № ТБ-УС-111/25";"Предоставление канала связи";"Эксплуатация";"БЗ 001";"г. Москва, ул. Подольских курсантов, д. 15Б";"г. Москва, ул. Подольских курсантов, д. 15Б";"1 Гбит/с";"3503";"X44-1-PODKURSANTOV15B";"Eth-Trunk13";"description L2_FYESTLINE_to_DATAFORT_DEAL52600  port link-type dot1q-tunnel  port default vlan 3503  mode lacp";"X44-1-PODKURSANTOV15B";" Eth-Trunk14";"description L2_FYESTLINE_to_CLOUDSTACK_DEAL52600  port link-type dot1q-tunnel  port default vlan 3503  mode lacp";"";"";"";"";"";"";"";"";"СПД"
3162;"49854";"ООО ""ИНФЕРИТ""";"-";"Предоставление канала связи";"Эксплуатация";"-";"г. Москва, ул. Бутлерова, д. 7";"г. Москва, ул. Подольских курсантов, д. 15Б";"100 Мбит/с";"4048";"S9-M9";"Ten-GigabitEthernet 1/0/3";"port link-mode bridge description L2_to_FSB-INFERIT_DEAL49854 port link-type trunk undo port trunk permit vlan 1 port trunk permit vlan 4048";"X44-1-PODKURSANTOV15B";"XGigabitEthernet1/0/5";"port link-type trunk  qinq vlan-translation enable  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 4048  port vlan-mapping vlan 3967 map-vlan 4048";"";"";"";"";"";"";"";"Канал до ГО ЧС";"СПД"
3161;"52557";"ООО ""СМАРТ СЕРВИС""";"";"Предоставление канала связи";"Эксплуатация";"";"г. Москва, Коровинское шоссе, 41, стойка 6h1 b005";"";"100 Мбит/с";"1112;1113";"X25-KOROVA-NORD4";"BAGG9";"description L3VPN_MOEX-SMARTSERVICE_DEAL52557  port link-type trunk  undo port trunk permit vlan 1  port trunk permit vlan 1112 to 1113  link-aggregation mode dynamic  service-instance 1112   encapsulation s-vid 1112  service-instance 1113   encapsulation s-vid 1113";"";"";"";"10.195.6.76/30; 10.195.6.80/30";"R1-M9-OLD, R1-TB-BOROVAYA";"ae4.1112; ae0.1113";"";"";"";"";"L3VPN до Московской биржи, 2 канала разнесены до разных роутеров.";"СПД"
3160;"52768";"ПАО ""РОСТЕЛЕКОМ""";"Договор № 10087906";"Предоставление канала связи";"Эксплуатация";"БЗ 272";"г. Москва, ул. Бутлерова, д. 7";"г. Москва, Чермянский проезд, д. 5А, стр. 1";"3 Гбит/c";"3205";"X77-CHERMYANSKIY5A1";"XGigabitEthernet0/0/7";"interface XGigabitEthernet0/0/7 description L2_RTK_DEAL52768 port link-type access port default vlan 3205";"X10-M9";"XGigabitEthernet0/0/26";"interface XGigabitEthernet0/0/26 description TRUNK_RTL_2884_""M7-ASW4_xe-8/0/1"" port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 3110 3204 to 3205 3211 3225 3253 to 3254 3284 3318 3342 3466 3484";"";"";"";"";"";"";"";"";"СПД"
3159;"46848";"ООО ""ОПЕРАТОР-ЦРПТ""";"";"Предоставление доступа в интернет";"Эксплуатация";"";"г.Москва, 1-я Магистральная улица, владение 12";"";"10 Гбит/с";"3064;3065";"HSW6730-1-1MAGISTRALNAYA12";"XGE0/0/4 XGE0/0/5";"description CRPT_INET1_DEAL46848  port link-type access  port default vlan 3064  storm-control broadcast min-rate 80 max-rate 100  storm-control interval 15  storm-control action error-down  storm-control enable trap  storm-control enable log   description CRPT_INET2_DEAL46848  port link-type access  port default vlan 3065  storm-control broadcast min-rate 80 max-rate 100  storm-control interval 15  storm-control action error-down  storm-control enable trap  storm-control enable log";"";"";"";"10.70.0.224/30, 10.70.0.228/30";"BGW1-SP-M9";"ae0.3064 ae0.3065";"AS56565";"ЦРПТ";"";"Operator-CRPT-Lutkarino-transit-30488-new";"";"СПД"
3158;"50837, 58966 мониторинг";"ООО ""ОПЕРАТОР-ЦРПТ""";"Договор № ТБ-УС-156/21";"Предоставление канала связи";"Эксплуатация";"БЗ 024";"г. Москва, ул. 1я Стекольная, д. 7, стр. 6";"";"10 гбит/с";"2962;2963;2964;2965 + тестовый 2947 (TT-2259)";"X90-1STEKOLNAYA7S6";"Eth-Trunk3";"description L2VPN_SP-FOR-CRPT_DEAL50837  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 2962 to 2965  mode lacp";"CSW3-SP-M9 ; CSW2-SP-BOROVAYA";"";"";"";"";"";"";"";"";"";"L2 до SP + сеть под мониторинг 77.238.102.40/29";"СПД"
3157;"52239 20gb // 54682 40gb // 54684 100gb";"ООО ""ОПЕРАТОР-ЦРПТ""";"Договор № ТБ-УС-156/21";"Предоставление канала связи";"Эксплуатация";"бз 27";"Тверская область, Удомельский городской округ, территория «ЦОД АО Концерна Росэнергоатом»";"г.Москва, 1-я Магистральная улица, владение 12";"100G";"1127";"HSW6730-1-UDOMLYA_CRPT";"100GE0/0/1";"description CRPT_L2-MAGISTRALNAYA_DEAL52239  port link-type access  port default vlan 1127  stp disable  l2protocol-tunnel user-defined-protocol macsec enable";"HSW6730-1-1MAGISTRALNAYA12";"100GE1/0/5";" description CUSTOMER_L2_CRPT-UDOMLYA-LINKEY_DEAL46036  port link-type access  port default vlan 1127  stp disable  l2protocol-tunnel user-defined-protocol macsec enable  undo lldp enable";"";"";"";"";"ЦРПТ ";"Линкей CORE-SW-M9 - Удомля Yana Isaeva LinKey Ltd +7 (812) 347-74-54  +7 (911) 250-36-03  Договор№ ЦКС-300525   бз1";"";"ОПМ Линкей, канал QinQ в нём также управление 4082, CORE-SW-M9 - HSW6730-1-UDOMLYA_CRPT    В заказчика отдаем 100Гбит, а у Линкея берем 60Гбит!(информация секретная) !!! Имеет общий участок с ID 37382 (в случае влияния так же затрагивается)     ";"СПД"
3156;"52280";"ПАО ""РОСТЕЛЕКОМ""";"Договор № 10180118 от 21.11.2022";"L2VPN";"Эксплуатация";"Заказ 9";"г. Москва, Силикатный 1-й проезд, д. 27";"г. Москва, Сущевский вал, 26";"10 Гбит/с";"1252";"HSW6730-1-1SILIKATNIYPRZD27";"10GE1/0/3";"port default vlan 1252  device transceiver 10GBASE-FIBER";"X36-M10";"XGE1/0/20";"port link-type trunk  undo port trunk permit vlan 1  port trunk permit vlan 1252  #  service-instance 1252   encapsulation s-vid 1252";"";"";"";"";"";"";"";"";"СПД"
3155;"50682";"Абсолют-Страование";"";"Предоставление канала связи";"Эксплуатация";"";"Бутлерова";"Подольских Курсантов";"";"1308;1533;1241;1240;1191;1813";"X95-M9";"XGigabitEthernet0/0/16";"port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 1308 1533";"X44-1-PODKURSANTOV15B; X19-SHARIK;  X97-VARSH125S16";"Eth-Trunk 12; Eth-Trunk 9; Eth-Trunk4";"";"";"";"";"";"";"";"";"Составной канал от ГО ЧС до Клиента через наш Cloud, x95 ↔(vlan1308+1533)↔ x44 ↔(vlan 1241)↔ x19; vlanmapping VLif1813(X97)↔VLif1991(X95)";"СПД"
3154;"46846";"ООО ""ОПЕРАТОР-ЦРПТ""";"№ТБ-УС 156/21";"Internet Access + AntiDDoS";"Эксплуатация";"16";"г.Москва, 1-я Магистральная улица, владение 12";"";"2 Гбит\с";"3069;3072";"HSW6730-1-1MAGISTRALNAYA12";"Interface XGigabitEthernet1/0/4";"";"";"";"";"10.70.0.232/30 (Vlan 3069), 10.70.0.236/30 (Vlan 3072)";"BGW1-SP-BOROVAYA";"";"";"";"";"Operator-CRPT-Lutkarino-transit-37381-new";"Номер кроссировки на Магистральной 62133435       46846 - два интернета с защитой от DDoS, стыковочные адреса - 10.70.0.232/30, 10.70.0.236/30";"СП"
3153;"52800";"ЦХД";"";"Предоставление доступа в интернет";"Эксплуатация";"";"г. Москва, Чермянский проезд, 5Ас1 ";"";"2 Гбит/с";"1577";"X77-CHERMYANSKIY5A1";"XGigabitEthernet0/0/4";"interface XGigabitEthernet0/0/4 description DIA_CHD_DEAL52800 shutdown port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 1577";"";"";"";"77.238.101.200/29";"R1-TB-M9";"";"";"";"";"";"";"СПД"
3152;"51192 // 55255 расформирование";"АО К2 Интеграция";"";"Предоставление канала связи";"Отключен";"";"Москва, 2-я улица Энтузиастов, 5, корп. 6";"Москва, ул. Варшавское шоссе, дом 1, строение 17, этаж 1, офис В-101";"100 Мбит/с";"1011";"X6-KOMPRESS";"GigabitEthernet2/0/23";"port link-mode bridge  description L2VPN_K2-INT_DEAL51192  port access vlan 1011";"X95-M9";"XGigabitEthernet0/0/14";"description TRUNK_TECHNO_PRO  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 1011";"";"";"";"";"";"";"";"";"СПД"
3151;"52022";"ООО Альфамобиль";"ДОГОВОР № ТБ-УС-355/24";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 002";"г. Москва, Нахимовский проспект, 58. (БЦ iCube)";"";"300 Мбит/с";"2626";"Х32-М9";"XGigabitEthernet0/0/30";"description O1_TRUNK";"";"";"";"193.32.190.65/28";"R1-TB-M9";"ae0.2626";"";"";"О1";"";"Даем интернет через ОПМ О1";"СПД"
3150;"52240 20gb // 54683 40gb // 54685 100gb";"ООО ""ОПЕРАТОР-ЦРПТ""";"ТБ-УС-156/21";"Предоставление канала связи";"Эксплуатация";" бз 26";"Тверская область, Удомельский городской округ, территория «ЦОД АО Концерна Росэнергоатом»";"г.Москва, 1-я Магистральная улица, владение 12";"100G";"3412";"HSW6730-2-UDOMLYA_CRPT";"100GE0/0/1";"description L2VPN_CRPT_DEAL52240  port link-type access  port default vlan 3412  stp disable  l2protocol-tunnel user-defined-protocol macsec enable  undo lldp enable";"HSW6730-1-1MAGISTRALNAYA12";"100GE0/0/5";" description L2VPN_CRPT_DEAL52240  port link-type access  port default vlan 3412  stp disable  l2protocol-tunnel user-defined-protocol macsec enable  undo lldp enable";"";"";"";"";"ЦРПТ";"Раском Боровая - Удомля ОПМ Раском. Договор № TLB.1309.01/I Приложение 18 от 26.08.2024. Так же есть данный ID - TLB 3579 3580";"";"Канал qinq ОПМ Раском X60-BOROVAYA - HSW6730-2-UDOMLYA_CRPT, в нем управление 4082 для Удомли";"СПД"
3149;"52236 Включение; 53557 Изменение";"ОРИОН";"Договор № ТБ-УС-099/25";"Предоставление канала связи";"Эксплуатация";"БЗ 001";"г. Москва, ул. Волочаевская, д. 5, корп. 2";"г. Москва, ул. Берзарина, д. 36, стр. 3";"1 Гбит/с";"1047";"X2-VOLOCH";"Ten-GigabitEthernet1/1/4";"port link-mode bridge  description L2_ORION_DEAL53557  port link-type trunk  undo port trunk permit vlan 1  port trunk permit vlan 1047  service-instance 1047   encapsulation s-vid 1047   xconnect peer 10.110.255.58 pw-id 1047 mtu 1600";"X75-BERZARINA36S3";"XGE0/0/6";"description L2_ORION_DEAL52236 port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 1374 storm-control broadcast min-rate 80 max-rate 100 storm-control interval 15 storm-control action error-down storm-control enable trap storm-control enable log";"";"";"";"";"";"";"";"";"СПД"
